Store_dma_id,Rack_time,To_the_door_time,Otd_time,Source_actor,Destination_type,Destination_Channel,subtotal_amount_USD,total_tax_USD,net_sales_USD,store_order_number,store_number,Tip_USD
541,1.567,22.167,9.383,Desktop Web,Delivery,Dispatch,39.16,1.87,31.16,88|20220924|0098,88,4.56
541,3.95,21.3,13.0,Desktop Web,Delivery,Dispatch,32.97,0.9,14.97,88|20220924|0059,88,6.05
541,19.633,38.367,26.483,Desktop Web,Delivery,Dispatch,24.98,1.5,24.98,18|20220924|0146,18,2.0
541,7.4,19.967,15.367,Desktop Web,Delivery,Dispatch,26.27,1.34,22.27,5166|20220924|0043,5166,3.0
541,0.417,14.7,8.65,Desktop Web,Delivery,Dispatch,27.47,1.65,27.47,18|20220924|0107,18,3.37
541,2.8,17.167,10.583,Desktop Web,Delivery,Dispatch,24.65,1.48,24.65,18|20220924|0145,18,2.95
541,17.083,48.817,25.333,Desktop Web,Delivery,Dispatch,36.77,2.21,36.77,18|20220924|0211,18,4.77
541,14.333,27.383,22.017,Desktop Web,Delivery,Dispatch,12.28,0.62,10.33,5166|20220924|0044,5166,0.0
541,14.583,34.933,22.8,Desktop Web,Delivery,Dispatch,26.04,1.16,19.28,5166|20220924|0021,5166,2.96
541,6.383,33.4,14.1,Desktop Web,Delivery,Dispatch,25.67,1.22,20.37,5166|20220924|0088,5166,4.24
541,3.7,21.833,13.767,Desktop Web,Delivery,Dispatch,14.87,0.89,14.87,5166|20220924|0004,5166,1.56
754,1.95,50.567,35.0,Desktop Web,Delivery,Dispatch,29.68,0.0,19.68,2792|20220924|0057,2792,6.0
754,3.7,73.2,56.7,Desktop Web,Delivery,Dispatch,36.17,0.0,36.17,2792|20220924|0042,2792,4.57
541,15.667,48.483,29.767,Traditional,Delivery,Dispatch,22.98,1.38,22.98,88|20220924|0117,88,0.0
541,7.067,23.683,13.933,Traditional,Delivery,Dispatch,15.98,0.0,0.0,18|20220924|0226,18,0.0
541,10.3,26.983,21.683,Third Party Call Center - Transcom,Delivery,Dispatch,28.06,1.41,23.56,88|20220924|0130,88,7.0
541,15.833,37.45,25.733,iOS,Delivery,Dispatch,30.16,1.57,26.16,18|20221206|0142,18,5.29
541,1.733,17.7,10.867,iOS,Delivery,Dispatch,18.99,0.3,4.99,18|20221206|0170,18,2.1
541,4.4,22.083,14.4,iOS,Delivery,Dispatch,27.04,1.22,20.28,88|20221206|0073,88,0.0
541,45.75,67.933,55.0,iOS,Delivery,Dispatch,27.97,1.2,20.03,5166|20221206|0027,5166,0.0
541,14.383,44.433,23.75,iOS,Delivery,Dispatch,78.46,3.43,57.25,18|20221206|0129,18,0.0
541,9.95,31.0,18.5,iOS,Delivery,Dispatch,26.77,0.77,12.77,18|20221206|0069,18,3.56
541,9.5,40.2,22.167,iOS,Delivery,Dispatch,36.26,1.77,29.46,18|20221206|0140,18,3.15
541,24.467,41.783,36.333,iOS,Delivery,Dispatch,22.76,1.37,22.76,18|20221206|0135,18,4.44
541,0.583,15.333,8.3,iOS,Delivery,Dispatch,19.77,0.96,16.07,18|20221206|0026,18,2.0
541,12.683,28.217,20.65,iOS,Delivery,Dispatch,13.98,0.84,13.98,18|20221206|0152,18,0.0
541,5.85,26.8,16.5,iOS,Delivery,Dispatch,32.97,1.2,19.98,18|20221206|0144,18,0.0
541,1.6,28.533,15.617,iOS,Delivery,Dispatch,46.97,2.82,46.97,18|20221206|0099,18,0.0
541,2.6,18.75,12.567,iOS,Delivery,Dispatch,22.76,0.79,13.09,18|20221206|0206,18,1.81
541,1.683,15.317,10.517,iOS,Delivery,Dispatch,26.65,1.36,22.65,18|20221206|0081,18,0.0
541,13.7,33.55,24.633,iOS,Delivery,Dispatch,55.41,2.55,42.54,5166|20221206|0023,5166,6.46
541,4.067,35.6,11.7,iOS,Delivery,Dispatch,26.27,0.38,6.27,5166|20221206|0035,5166,3.27
541,6.85,20.15,15.533,iOS,Delivery,Dispatch,42.85,2.08,34.76,5166|20221206|0026,5166,0.0
541,7.617,20.95,15.517,iOS,Delivery,Dispatch,11.98,0.72,11.98,5166|20221206|0008,5166,1.87
541,0.533,12.733,9.3,iOS,Delivery,Dispatch,14.18,0.89,14.87,5166|20221206|0012,5166,2.08
541,9.15,31.75,18.55,iOS,Delivery,Dispatch,38.33,1.94,32.33,88|20221206|0013,88,6.84
541,13.3,34.8,23.833,Android,Delivery,Dispatch,35.46,1.34,22.26,18|20221206|0184,18,0.0
541,1.15,15.667,10.433,Android,Delivery,Dispatch,24.46,1.41,23.46,18|20221206|0031,18,3.89
541,9.083,37.617,22.333,PapaCall,Delivery,Dispatch,27.06,1.62,27.06,18|20221206|0082,18,3.0
541,1.433,22.967,11.317,PapaCall,Delivery,Dispatch,24.99,1.19,19.78,18|20221206|0146,18,0.0
541,2.883,44.083,12.667,PapaCall,Delivery,Dispatch,37.16,2.23,37.16,18|20221206|0053,18,7.88
541,0.967,47.283,15.067,PapaCall,Delivery,Dispatch,50.58,2.69,44.76,18|20221206|0211,18,0.0
541,12.267,30.75,25.533,PapaCall,Delivery,Dispatch,18.98,1.14,18.98,18|20221206|0012,18,3.0
541,6.767,43.567,15.5,Mobile Web,Delivery,Dispatch,33.97,1.8,29.96,18|20221206|0181,18,0.0
541,20.8,37.283,33.15,Mobile Web,Delivery,Dispatch,40.47,2.0,33.27,5166|20221206|0005,5166,2.0
541,0.65,17.067,7.733,Mobile Web,Delivery,Dispatch,18.98,0.9,14.98,88|20221206|0022,88,1.81
541,12.717,29.967,22.217,Mobile Web,Delivery,Dispatch,21.98,1.06,17.73,88|20221206|0020,88,2.55
541,7.95,23.5,17.433,Mobile Web,Delivery,Dispatch,13.98,0.84,13.98,5166|20221206|0009,5166,1.9
541,5.817,38.167,13.75,Mobile Web,Delivery,Dispatch,37.47,1.77,29.47,18|20221206|0058,18,4.59
541,10.1,35.067,22.417,Mobile Web,Delivery,Dispatch,32.97,1.5,24.97,18|20221206|0115,18,5.0
541,8.567,46.133,22.05,Mobile Web,Delivery,Dispatch,26.17,1.33,22.16,18|20221206|0116,18,0.0
541,5.883,24.567,13.333,Mobile Web,Delivery,Dispatch,25.17,1.2,20.12,18|20221206|0073,18,3.03
541,11.8,28.3,18.983,Mobile Web,Delivery,Dispatch,20.87,1.25,20.87,18|20221206|0131,18,3.18
541,2.217,39.817,15.7,Mobile Web,Delivery,Dispatch,33.15,1.75,29.15,18|20221206|0145,18,8.5
541,6.1,22.467,15.267,Mobile Web,Delivery,Dispatch,33.96,1.19,19.96,18|20221206|0064,18,4.35
541,9.233,32.65,19.517,Mobile Web,Delivery,Dispatch,51.14,2.23,37.14,18|20221206|0076,18,0.0
541,21.883,39.8,28.517,Mobile Web,Delivery,Dispatch,19.98,1.2,19.98,5166|20221206|0001,5166,2.32
541,3.15,28.917,12.083,Desktop Web,Delivery,Dispatch,27.66,1.66,27.66,18|20221206|0015,18,3.4
541,4.917,33.467,13.383,Desktop Web,Delivery,Dispatch,36.16,1.69,28.16,18|20221206|0047,18,4.11
541,1.867,18.117,12.667,Desktop Web,Delivery,Dispatch,33.97,1.15,19.22,88|20221206|0030,88,4.35
541,0.967,21.75,11.05,Desktop Web,Delivery,Dispatch,30.77,1.46,24.32,88|20221206|0028,88,4.22
541,0.133,26.7,12.817,Desktop Web,Delivery,Dispatch,23.97,1.14,18.97,18|20221206|0100,18,4.35
541,29.533,51.017,38.033,Desktop Web,Delivery,Dispatch,26.97,1.29,21.47,18|20221206|0001,18,5.24
541,10.283,31.533,19.25,Desktop Web,Delivery,Dispatch,50.04,2.02,33.67,18|20221206|0088,18,4.31
541,4.867,37.25,16.333,Desktop Web,Delivery,Dispatch,32.46,1.04,17.25,18|20221206|0097,18,3.34
541,0.867,22.283,13.3,Desktop Web,Delivery,Dispatch,27.47,0.97,16.23,18|20221206|0098,18,3.37
541,9.35,21.333,16.733,Desktop Web,Delivery,Dispatch,26.97,1.38,22.97,5166|20221206|0032,5166,3.09
541,20.033,41.717,31.267,Traditional,Delivery,Dispatch,32.48,0.0,0.0,18|20221206|0077,18,0.0
541,9.583,36.95,18.583,Traditional,Delivery,Dispatch,88.51,0.0,71.81,18|20221206|0014,18,10.0
541,28.983,45.633,37.333,Traditional,Delivery,Dispatch,21.67,1.04,17.37,5166|20221206|0013,5166,0.0
541,4.2,26.2,16.4,iOS,Delivery,Dispatch,26.18,0.57,9.48,5166|20230411|0007,5166,3.05
541,32.167,47.267,39.933,iOS,Delivery,Dispatch,26.04,1.56,26.04,88|20230411|0026,88,3.16
541,9.733,26.85,20.183,iOS,Delivery,Dispatch,19.08,0.55,9.08,88|20230411|0073,88,2.82
541,9.6,38.6,20.633,iOS,Delivery,Dispatch,44.45,1.47,24.55,18|20230411|0069,18,7.57
541,17.95,36.1,27.733,iOS,Delivery,Dispatch,32.25,1.53,25.43,18|20230411|0020,18,0.0
541,13.05,31.05,21.617,iOS,Delivery,Dispatch,33.77,1.6,26.72,18|20230411|0063,18,3.18
541,4.35,21.033,14.267,iOS,Delivery,Dispatch,22.66,1.36,22.66,18|20230411|0022,18,0.0
541,19.4,40.25,31.083,iOS,Delivery,Dispatch,24.37,1.14,18.97,18|20230411|0071,18,0.0
541,0.3,42.167,7.883,iOS,Delivery,Dispatch,39.25,1.39,23.18,88|20230411|0023,88,0.0
754,1.717,24.333,16.833,iOS,Delivery,Dispatch,32.59,0.0,28.6,2792|20230411|0005,2792,10.0
541,5.45,38.4,19.75,Android,Delivery,Dispatch,47.95,2.87,47.86,18|20230411|0064,18,0.0
541,9.583,24.683,18.033,Android,Delivery,Dispatch,20.98,0.66,10.98,18|20230411|0151,18,3.2
541,6.983,27.183,14.15,PapaCall,Delivery,Dispatch,22.77,1.18,19.67,18|20230411|0153,18,0.0
541,1.1,19.717,13.283,PapaCall,Delivery,Dispatch,42.14,2.53,42.14,5166|20230411|0011,5166,5.33
541,2.0,24.2,11.517,PapaCall,Delivery,Dispatch,29.57,1.59,26.47,5166|20230411|0014,5166,5.0
541,5.183,16.6,12.7,PapaCall,Delivery,Dispatch,20.48,1.23,20.48,5166|20230411|0013,5166,5.0
541,2.817,24.267,10.333,Mobile Web,Delivery,Dispatch,27.17,0.54,8.97,88|20230411|0024,88,3.0
541,0.633,15.367,8.233,Mobile Web,Delivery,Dispatch,22.66,1.36,22.66,88|20230411|0017,88,6.0
541,6.367,30.683,12.633,Mobile Web,Delivery,Dispatch,22.88,1.1,18.32,88|20230411|0011,88,2.68
541,8.4,27.583,16.117,Mobile Web,Delivery,Dispatch,19.28,1.16,19.28,88|20230411|0033,88,2.86
541,6.433,26.3,18.95,Mobile Web,Delivery,Dispatch,24.99,1.31,21.88,88|20230411|0076,88,2.53
541,2.517,19.233,11.35,Mobile Web,Delivery,Dispatch,35.15,2.11,35.15,18|20230411|0168,18,4.52
541,9.917,48.167,17.517,Mobile Web,Delivery,Dispatch,21.44,1.29,21.44,18|20230411|0089,18,2.47
541,1.817,23.0,12.65,Mobile Web,Delivery,Dispatch,35.26,1.66,27.57,5166|20230411|0016,5166,4.62
541,17.233,30.633,24.733,Desktop Web,Delivery,Dispatch,36.86,1.74,28.89,18|20230411|0008,18,4.78
541,9.25,28.5,17.117,Desktop Web,Delivery,Dispatch,24.78,1.2,19.98,88|20230411|0043,88,3.0
541,11.85,28.8,19.95,Desktop Web,Delivery,Dispatch,22.88,1.11,18.41,18|20230411|0088,18,0.0
541,7.583,26.583,16.833,Desktop Web,Delivery,Dispatch,24.16,1.16,19.37,18|20230411|0179,18,2.0
541,16.067,35.15,26.267,Desktop Web,Delivery,Dispatch,33.96,1.6,26.72,18|20230411|0086,18,3.0
541,17.55,34.35,28.167,Traditional,Delivery,Dispatch,18.97,1.11,18.47,88|20230411|0077,88,0.0
541,2.5,37.017,13.15,PapaCall - Transcom,Delivery,Dispatch,24.37,1.14,18.97,88|20230411|0080,88,0.0
541,11.933,31.633,23.05,PapaCall - Transcom,Delivery,Dispatch,35.12,2.11,35.12,5166|20230411|0039,5166,0.0
541,6.183,31.767,19.983,PapaCall - Transcom,Delivery,Dispatch,33.07,1.98,33.07,88|20230411|0074,88,0.0
541,12.683,32.55,20.433,iOS,Delivery,Dispatch,43.75,2.24,37.36,5166|20230222|0044,5166,0.0
541,18.2,33.083,26.933,iOS,Delivery,Dispatch,44.86,2.69,44.86,88|20230222|0035,88,5.98
541,3.45,20.683,15.567,iOS,Delivery,Dispatch,33.17,1.99,33.17,18|20230222|0013,18,4.23
541,15.417,27.083,22.483,iOS,Delivery,Dispatch,28.46,1.71,28.46,88|20230222|0012,88,0.0
541,21.233,33.75,28.717,iOS,Delivery,Dispatch,23.87,1.14,18.97,88|20230222|0005,88,0.0
541,14.417,41.417,21.317,iOS,Delivery,Dispatch,22.08,1.14,18.98,88|20230222|0026,88,2.56
541,14.05,39.4,24.05,iOS,Delivery,Dispatch,41.37,1.92,31.97,18|20230222|0166,18,4.05
541,5.683,21.25,13.3,iOS,Delivery,Dispatch,24.67,0.63,10.57,18|20230222|0012,18,0.0
541,25.767,44.633,35.95,iOS,Delivery,Dispatch,16.08,0.97,16.08,18|20230222|0195,18,0.0
541,11.05,28.167,20.1,iOS,Delivery,Dispatch,53.14,2.62,43.64,18|20230222|0075,18,6.74
541,13.95,31.65,25.817,iOS,Delivery,Dispatch,27.07,1.41,23.47,5166|20230222|0047,5166,2.85
541,20.783,47.367,31.683,iOS,Delivery,Dispatch,46.33,2.16,35.99,88|20230222|0034,88,6.2
541,20.75,52.317,28.533,iOS,Delivery,Dispatch,32.04,0.92,15.34,88|20230222|0015,88,4.39
541,22.25,45.183,34.617,iOS,Delivery,Dispatch,44.96,2.67,44.46,88|20230222|0061,88,0.0
541,14.117,44.2,35.15,iOS,Delivery,Dispatch,30.16,1.53,25.56,88|20230222|0060,88,3.54
541,20.033,33.433,26.367,iOS,Delivery,Dispatch,19.67,1.18,19.67,88|20230222|0025,88,2.94
541,1.583,17.4,9.883,iOS,Delivery,Dispatch,59.64,2.44,40.67,88|20230222|0017,88,7.24
541,6.45,33.6,26.917,iOS,Delivery,Dispatch,23.87,1.14,18.97,88|20230222|0058,88,3.46
754,1.433,23.35,13.417,iOS,Delivery,Dispatch,32.04,0.0,32.04,2792|20230222|0016,2792,3.91
541,1.35,32.617,11.4,Android,Delivery,Dispatch,33.17,1.62,26.97,18|20230222|0105,18,4.88
541,4.517,24.383,13.183,Android,Delivery,Dispatch,72.74,4.05,67.54,88|20230222|0019,88,9.59
541,28.617,52.45,43.083,Android,Delivery,Dispatch,65.44,3.93,65.44,5166|20230222|0010,5166,0.0
541,0.967,17.367,10.4,Android,Delivery,Dispatch,22.57,1.11,18.47,5166|20230222|0053,5166,3.3
754,3.133,34.233,13.083,Android,Delivery,Dispatch,30.04,0.0,21.77,2792|20230222|0043,2792,3.34
754,7.4,59.567,20.85,Android,Delivery,Dispatch,49.49,0.0,28.99,2792|20230222|0062,2792,4.01
541,23.933,51.133,31.633,PapaCall,Delivery,Dispatch,24.37,1.46,24.37,5166|20230222|0052,5166,0.0
541,25.967,40.183,35.417,PapaCall,Delivery,Dispatch,30.23,1.53,25.43,5166|20230222|0055,5166,2.0
541,0.0,25.15,8.617,Mobile Web,Delivery,Dispatch,27.17,1.14,18.97,88|20230222|0028,88,2.85
541,4.483,22.417,13.867,Mobile Web,Delivery,Dispatch,32.26,1.56,25.96,88|20230222|0027,88,0.0
541,3.25,43.717,23.417,Mobile Web,Delivery,Dispatch,37.75,2.27,37.75,88|20230222|0059,88,6.55
541,15.317,33.183,26.067,Mobile Web,Delivery,Dispatch,51.93,2.62,43.64,5166|20230222|0037,5166,6.55
541,2.983,17.917,10.45,Mobile Web,Delivery,Dispatch,23.36,1.4,23.36,88|20230222|0008,88,3.67
541,13.883,27.7,21.383,Mobile Web,Delivery,Dispatch,17.48,1.05,17.48,88|20230222|0007,88,2.5
541,5.15,21.1,13.65,Mobile Web,Delivery,Dispatch,65.91,3.1,51.72,88|20230222|0011,88,8.13
541,11.417,41.0,22.8,Mobile Web,Delivery,Dispatch,46.91,1.62,26.91,18|20230222|0103,18,5.0
541,20.583,38.2,29.0,Mobile Web,Delivery,Dispatch,32.45,0.93,15.46,18|20230222|0090,18,4.12
541,9.35,28.417,20.133,Mobile Web,Delivery,Dispatch,27.86,1.27,21.16,18|20230222|0104,18,2.43
541,5.35,26.883,15.917,Mobile Web,Delivery,Dispatch,70.26,3.69,61.56,5166|20230222|0050,5166,12.51
541,4.817,18.983,13.85,Mobile Web,Delivery,Dispatch,36.85,2.18,36.35,5166|20230222|0012,5166,4.85
541,3.617,27.45,11.933,Mobile Web,Delivery,Dispatch,25.77,1.55,25.77,88|20230222|0037,88,3.12
754,0.45,45.833,12.067,Mobile Web,Delivery,Dispatch,23.24,0.0,23.24,2792|20230222|0019,2792,3.45
754,20.933,39.433,30.9,Mobile Web,Delivery,Dispatch,31.84,0.0,31.84,2792|20230222|0070,2792,3.88
541,11.95,43.5,23.817,Desktop Web,Delivery,Dispatch,126.41,7.59,126.41,18|20230222|0073,18,10.0
541,1.8,23.75,14.5,Desktop Web,Delivery,Dispatch,38.86,1.31,21.78,88|20230222|0036,88,5.91
541,4.233,24.95,11.7,Desktop Web,Delivery,Dispatch,166.0,9.96,166.0,88|20230222|0001,88,24.15
541,3.467,33.9,10.467,Desktop Web,Delivery,Dispatch,89.53,2.91,48.48,18|20230222|0009,18,10.97
541,4.283,22.333,13.2,Desktop Web,Delivery,Dispatch,27.57,1.44,23.97,18|20230222|0014,18,5.65
541,13.767,36.517,25.1,Desktop Web,Delivery,Dispatch,33.95,1.82,30.35,5166|20230222|0046,5166,0.0
754,5.533,56.033,16.083,Desktop Web,Delivery,Dispatch,38.24,0.0,32.99,2792|20230222|0058,2792,10.0
754,1.15,27.5,11.05,Desktop Web,Delivery,Dispatch,27.34,0.0,23.08,2792|20230222|0017,2792,2.9
754,0.133,47.3,11.433,Desktop Web,Delivery,Dispatch,21.79,0.0,21.79,2792|20230222|0014,2792,2.37
754,0.483,35.317,14.75,Desktop Web,Delivery,Dispatch,42.49,0.0,33.99,2792|20230222|0018,2792,6.89
541,21.5,46.833,30.267,Traditional,Delivery,Dispatch,29.65,1.78,29.65,88|20230222|0014,88,0.0
541,6.0,25.65,18.517,Third Party Call Center - Transcom,Delivery,Dispatch,41.97,2.58,43.07,88|20230222|0040,88,7.62
541,11.117,44.667,23.517,Third Party Call Center - Transcom,Delivery,Dispatch,32.06,1.8,29.96,88|20230222|0062,88,0.0
754,0.0,36.783,9.15,Third Party Call Center - Tsourcing Non-Integrated,Delivery,Dispatch,33.24,0.0,33.24,2792|20230222|0046,2792,0.0
754,2.533,52.917,12.767,Third Party Call Center - Tsourcing Non-Integrated,Delivery,Dispatch,52.04,0.0,52.04,2792|20230222|0032,2792,0.0
541,7.117,32.183,16.383,iOS,Delivery,Dispatch,25.78,1.35,22.48,5166|20230815|0020,5166,3.6
541,5.767,25.683,15.883,iOS,Delivery,Dispatch,55.55,1.82,30.27,88|20230815|0046,88,0.0
541,31.233,47.583,42.5,iOS,Delivery,Dispatch,64.43,3.87,64.43,5166|20230815|0035,5166,0.0
541,7.633,25.617,14.7,iOS,Delivery,Dispatch,50.54,2.79,46.44,88|20230815|0017,88,4.0
541,4.383,16.283,12.167,iOS,Delivery,Dispatch,20.08,1.09,18.18,5166|20230815|0041,5166,0.0
541,5.567,16.7,13.217,iOS,Delivery,Dispatch,25.78,1.55,25.78,5166|20230815|0025,5166,3.19
541,25.95,41.067,35.3,iOS,Delivery,Dispatch,26.45,1.4,23.35,5166|20230815|0010,5166,0.0
541,14.617,35.4,24.617,iOS,Delivery,Dispatch,36.27,1.99,33.17,5166|20230815|0032,5166,0.0
754,11.683,34.483,20.7,iOS,Delivery,Dispatch,57.49,0.0,44.61,2792|20230815|0046,2792,10.3
754,5.333,40.3,16.417,iOS,Delivery,Dispatch,35.24,0.0,29.39,2792|20230815|0020,2792,5.85
754,10.3,37.65,20.817,iOS,Delivery,Dispatch,56.49,0.0,22.48,2792|20230815|0009,2792,0.0
541,3.283,45.367,36.517,Android,Delivery,Dispatch,241.57,11.07,184.47,5166|20230815|0005,5166,43.62
541,2.767,29.0,10.717,Android,Delivery,Dispatch,27.17,1.23,20.57,88|20230815|0081,88,0.0
541,1.2,27.533,13.15,Android,Delivery,Dispatch,22.78,1.17,19.48,5166|20230815|0014,5166,2.74
754,9.417,41.733,23.333,Android,Delivery,Dispatch,61.49,0.0,50.39,2792|20230815|0047,2792,8.32
754,1.367,27.0,15.0,Android,Delivery,Dispatch,38.57,0.0,32.56,2792|20230815|0034,2792,3.44
541,16.95,41.517,27.417,PapaCall,Delivery,Dispatch,26.07,1.32,21.97,88|20230815|0078,88,0.0
541,8.717,29.0,18.317,PapaCall,Delivery,Dispatch,18.48,1.11,18.48,18|20230815|0042,18,2.94
541,12.3,39.217,18.9,PapaCall,Delivery,Dispatch,15.87,0.95,15.87,18|20230815|0133,18,0.0
541,16.3,33.833,26.417,PapaCall,Delivery,Dispatch,29.68,1.38,22.98,18|20230815|0115,18,0.0
541,15.533,32.5,26.833,PapaCall,Delivery,Dispatch,28.07,1.41,23.47,5166|20230815|0013,5166,0.0
541,0.583,15.9,10.517,PapaCall,Delivery,Dispatch,26.66,1.6,26.66,5166|20230815|0044,5166,4.24
541,8.217,32.317,14.45,PapaCall,Delivery,Dispatch,21.66,1.3,21.66,5166|20230815|0042,5166,5.0
754,8.85,33.067,18.033,Third Party Call Center - Tsourcing,Delivery,Dispatch,26.99,0.0,26.99,2792|20230815|0062,2792,0.0
754,6.033,35.45,23.15,Third Party Call Center - Tsourcing,Delivery,Dispatch,26.99,0.0,26.99,2792|20230815|0013,2792,0.0
754,5.783,31.5,13.5,Third Party Call Center - Tsourcing,Delivery,Dispatch,25.19,0.0,25.19,2792|20230815|0053,2792,2.88
541,9.083,32.333,25.767,Mobile Web,Delivery,Dispatch,28.86,1.37,22.77,5166|20230815|0062,5166,3.66
541,11.183,28.533,17.933,Mobile Web,Delivery,Dispatch,23.07,1.22,20.36,88|20230815|0034,88,4.52
541,1.3,16.817,9.75,Mobile Web,Delivery,Dispatch,34.76,1.49,24.76,5166|20230815|0043,5166,6.0
541,13.567,28.433,19.883,Mobile Web,Delivery,Dispatch,23.08,1.14,18.98,88|20230815|0019,88,4.52
541,9.95,22.367,16.967,Mobile Web,Delivery,Dispatch,43.73,2.24,37.34,88|20230815|0011,88,5.53
541,3.783,26.3,14.033,Mobile Web,Delivery,Dispatch,45.06,1.69,28.13,5166|20230815|0015,5166,0.0
541,1.4,31.267,14.0,Mobile Web,Delivery,Dispatch,28.78,1.48,24.68,18|20230815|0090,18,3.28
541,4.3,27.75,15.517,Mobile Web,Delivery,Dispatch,28.77,1.37,22.82,18|20230815|0094,18,0.0
541,1.967,17.633,9.033,Mobile Web,Delivery,Dispatch,26.97,1.42,23.67,18|20230815|0068,18,5.5
541,2.083,32.067,13.117,Mobile Web,Delivery,Dispatch,31.86,1.53,25.46,5166|20230815|0009,5166,5.0
541,41.883,61.55,52.817,Mobile Web,Delivery,Dispatch,38.49,1.31,21.74,88|20230815|0077,88,0.0
754,0.0,18.75,14.317,Mobile Web,Delivery,Dispatch,35.94,0.0,35.94,2792|20230815|0002,2792,5.99
754,0.0,19.65,15.1,Mobile Web,Delivery,Dispatch,37.59,0.0,29.58,2792|20230815|0006,2792,4.43
754,10.05,37.167,30.433,Mobile Web,Delivery,Dispatch,56.49,0.0,42.48,2792|20230815|0051,2792,7.57
754,18.633,50.3,34.367,Mobile Web,Delivery,Dispatch,43.19,0.0,43.19,2792|20230815|0011,2792,5.58
754,2.1,22.267,11.717,Mobile Web,Delivery,Dispatch,42.49,0.0,42.49,2792|20230815|0057,2792,5.47
754,0.0,23.233,13.8,Mobile Web,Delivery,Dispatch,38.74,0.0,32.74,2792|20230815|0021,2792,4.91
541,7.217,19.233,14.767,Desktop Web,Delivery,Dispatch,24.37,1.14,18.97,88|20230815|0006,88,0.0
541,0.7,21.6,14.117,Desktop Web,Delivery,Dispatch,39.83,2.1,35.03,5166|20230815|0038,5166,4.58
541,0.017,16.383,13.167,Desktop Web,Delivery,Dispatch,34.86,1.19,19.77,5166|20230815|0040,5166,6.07
754,7.267,45.717,24.433,Desktop Web,Delivery,Dispatch,55.99,0.0,55.99,2792|20230815|0048,2792,7.5
754,0.9,44.5,25.25,Desktop Web,Delivery,Dispatch,26.99,0.0,20.99,2792|20230815|0005,2792,4.0
754,0.0,37.133,12.4,Desktop Web,Delivery,Dispatch,42.09,0.0,32.03,2792|20230815|0008,2792,8.0
541,0.3,23.3,12.867,Traditional,Delivery,Dispatch,13.98,0.84,13.98,18|20230815|0137,18,0.0
541,0.233,25.933,10.667,iOS,Delivery,Dispatch,46.86,0.38,6.36,5166|20230709|0023,5166,10.0
541,12.967,40.633,19.667,iOS,Delivery,Dispatch,19.08,0.93,15.56,18|20230709|0024,18,2.11
541,5.8,25.0,15.55,iOS,Delivery,Dispatch,51.04,2.46,41.04,88|20230709|0049,88,6.91
541,5.7,23.9,17.217,iOS,Delivery,Dispatch,26.67,1.11,18.47,5166|20230709|0059,5166,0.0
541,18.1,36.917,25.7,iOS,Delivery,Dispatch,22.08,1.08,17.98,88|20230709|0055,88,0.0
541,5.267,25.833,12.533,iOS,Delivery,Dispatch,33.54,1.03,17.14,88|20230709|0074,88,5.39
541,0.717,21.667,15.45,iOS,Delivery,Dispatch,53.87,3.23,53.87,5166|20230709|0040,5166,7.41
541,3.983,21.083,14.067,iOS,Delivery,Dispatch,23.07,1.14,18.97,88|20230709|0067,88,2.47
541,15.933,45.017,31.833,iOS,Delivery,Dispatch,26.07,1.56,26.07,88|20230709|0029,88,3.16
541,2.683,30.833,11.417,iOS,Delivery,Dispatch,27.77,0.58,9.67,88|20230709|0089,88,0.0
541,11.217,27.783,18.467,iOS,Delivery,Dispatch,19.08,0.55,9.08,18|20230709|0022,18,0.0
541,3.483,21.55,11.95,iOS,Delivery,Dispatch,35.56,1.75,29.16,18|20230709|0002,18,0.0
541,1.5,23.783,8.833,iOS,Delivery,Dispatch,18.67,1.0,16.67,18|20230709|0008,18,0.0
541,2.05,19.267,10.55,iOS,Delivery,Dispatch,21.58,1.05,17.48,5166|20230709|0084,5166,1.95
541,2.783,16.467,11.7,iOS,Delivery,Dispatch,25.07,1.11,18.47,5166|20230709|0103,5166,0.0
541,6.183,22.167,17.35,iOS,Delivery,Dispatch,36.25,1.93,32.15,5166|20230709|0091,5166,6.35
541,0.0,16.1,19.067,iOS,Delivery,Dispatch,23.97,1.18,19.6,5166|20230709|0007,5166,6.0
541,2.45,23.0,16.183,iOS,Delivery,Dispatch,33.27,1.69,28.1,5166|20230709|0002,5166,5.76
541,5.883,21.617,15.267,iOS,Delivery,Dispatch,12.98,0.65,10.86,5166|20230709|0082,5166,5.0
541,7.967,24.85,17.8,iOS,Delivery,Dispatch,31.07,1.02,16.97,5166|20230709|0047,5166,3.99
541,13.083,28.783,21.867,iOS,Delivery,Dispatch,32.85,1.79,29.75,88|20230709|0092,88,0.0
754,7.7,22.467,17.133,iOS,Delivery,Dispatch,22.84,0.0,19.47,2792|20230709|0016,2792,2.53
541,4.133,23.317,12.683,Android,Delivery,Dispatch,45.57,1.68,27.92,88|20230709|0051,88,6.09
541,14.133,31.183,20.417,Android,Delivery,Dispatch,27.17,1.23,20.57,88|20230709|0057,88,0.0
541,4.617,17.4,12.817,Android,Delivery,Dispatch,28.57,1.32,21.97,88|20230709|0099,88,3.3
541,2.517,28.233,17.067,Android,Delivery,Dispatch,82.51,3.8,63.41,5166|20230709|0067,5166,10.98
541,9.617,37.417,16.233,Android,Delivery,Dispatch,24.28,1.21,20.18,88|20230709|0005,88,3.86
