Store_dma_id,store_number,Rack_time,To_the_door_time,Otd_time,Source_actor,Destination_type,subtotal_amount_USD,total_tax_USD,total_discount_USD,Tip_USD
541,88,3.533,30.633,10.967,Desktop Web,Delivery,25.05,0.61,14.9,2
541,5166,16.5,39.467,23.85,Desktop Web,Delivery,23.87,1.11,5.4,0
541,18,11,,18.5,Traditional,Carryout,30.48,1.83,0,0
541,88,27.983,,35.85,Traditional,Carryout,138.06,8.1,3,0
541,18,317.967,,328.317,Traditional,Carryout,8.99,0.54,0,1.42
541,18,169.183,,176.8,Traditional,Carryout,12.69,0.76,0,1
541,18,41.15,,49.567,Traditional,Carryout,1211.74,0,695.74,0
541,5166,0,,6.55,Traditional,Carryout,14.09,0.42,7.05,0
541,5166,0,,6.067,Traditional,Carryout,10.29,0.62,0,0
541,18,62.8,,71.55,Traditional,Carryout,12.49,0.75,0,1.32
541,18,76.8,,83.95,Traditional,Carryout,7.99,0.48,0,0
541,5166,127.367,,135.433,Traditional,Carryout,8.99,0.54,0,0
541,18,46.8,,55.8,Traditional,Carryout,8.99,0.54,0,0
541,18,164.667,,176.983,Traditional,Carryout,33.07,1.32,11.09,0
541,5166,33.767,,41.7,Traditional,Carryout,14.09,0.42,7.05,0
541,18,329.683,,329.683,Traditional,Carryout,2.99,0.18,0,0
541,18,17.1,,25.95,Traditional,Carryout,11.77,0.71,0,0
541,18,180.133,,191.067,Traditional,Carryout,8.29,0.25,4.15,0
541,88,7.183,,17.183,Traditional,Delivery,216.34,12.98,0,20
541,88,6.183,20.75,15.033,Traditional,Delivery,25.98,1.56,0,0
541,88,7.983,30.85,15.083,Traditional,Delivery,19.38,0,19.38,0
541,88,7.433,24.333,14.3,Traditional,Delivery,143.05,8.4,3,10
541,88,31.583,42.617,37.883,Traditional,Delivery,13.98,0.84,0,0
541,18,5.783,,16,Traditional,Delivery,28.57,1.36,5.9,0
541,18,9.183,,20.35,Traditional,Delivery,29.17,1.39,6.05,0
541,18,17.367,45.133,25.25,Traditional,Delivery,25.48,1.53,0,2
541,18,8.617,,21.633,iOS,Carryout,18.09,0.84,4.1,0
541,18,145.2,,152.883,iOS,Carryout,42.27,0,42.27,0
541,88,8.517,,17.75,iOS,Carryout,25.33,1.33,3.15,0
541,5166,12.35,,19.767,iOS,Carryout,14.09,0.48,6.1,0
541,88,157.5,,164.2,iOS,Carryout,22.26,1.34,0,0
541,5166,9.25,,26.067,iOS,Carryout,43.57,2.06,9.17,0
541,18,38.65,,48.883,iOS,Carryout,12.65,0.76,0,0
541,5166,167.133,,183.517,iOS,Carryout,22.47,0.96,6.5,0
541,88,69.033,,75.683,iOS,Carryout,15.99,0.59,6.1,0
541,88,62.65,,69.2,iOS,Carryout,28.18,0.96,12.2,0
541,5166,0.067,,11.817,iOS,Carryout,8.99,0.54,0,1.35
541,18,8.583,,16.233,iOS,Carryout,14.09,0,14.09,0
541,5166,3.433,,9.983,iOS,Carryout,14.09,0.48,6.1,0
541,18,4.55,,11.117,iOS,Carryout,15.99,0.59,6.1,0
541,88,16.233,,23.817,iOS,Carryout,6.99,0.42,0,0
541,18,99.217,,107.417,iOS,Carryout,14.09,0.11,12.19,0
541,18,100.817,,109.183,iOS,Carryout,6.99,0,6.99,0
541,5166,39.533,,50.667,iOS,Carryout,6.99,0,6.99,0
541,18,58.017,,66.483,iOS,Carryout,5.49,0.3,0.5,0
541,18,13.867,,22.467,iOS,Carryout,17.09,0.84,3.1,0
541,5166,56.217,,65.75,iOS,Carryout,14.09,0.36,8.1,0
541,18,23.35,,35.1,iOS,Carryout,18.09,0.84,4.1,0
541,5166,5.467,,17.033,iOS,Carryout,49.26,1.71,20.8,0
541,88,50,,56.55,iOS,Carryout,22.18,0.84,8.2,2.85
541,88,191.7,,198.133,iOS,Carryout,14.09,0.85,0,0
541,88,209.017,,217.467,iOS,Carryout,49.36,2.23,12.25,7.16
541,18,6.5,,13.033,iOS,Carryout,28.18,1.69,0,0
541,5166,5.5,,21.233,iOS,Carryout,32.87,1.56,6.9,0
541,5166,20.717,,29.917,iOS,Carryout,32.38,1.38,9.4,4.57
541,18,99.633,,107.183,iOS,Carryout,11.09,0.67,0,0
541,5166,6.333,,19.95,iOS,Carryout,21.08,1.02,4.1,0
541,5166,17.2,,32.467,iOS,Carryout,87.33,3.11,35.5,8.02
541,18,145.35,,153.367,iOS,Carryout,14.09,0.48,6.1,0
541,18,8.783,,19.3,iOS,Carryout,46.07,2.4,6.1,0
541,18,5.55,,12.317,iOS,Carryout,14.09,0.85,0,0
541,5166,14.333,,27.567,iOS,Carryout,18.29,1.1,0,0
541,18,165.667,,173.017,iOS,Carryout,28.18,0.96,12.2,0
541,18,0.75,20.633,11.767,iOS,Delivery,47.06,2.25,9.5,3
541,18,3.133,,11.633,iOS,Delivery,23.66,1.42,0,5
541,88,9.8,37.633,19.467,iOS,Delivery,50.16,2.52,8.2,0
541,88,4.233,24.717,11.45,iOS,Delivery,22.93,1.38,0,2.69
541,18,1.667,17.833,10.633,iOS,Delivery,42.06,1.54,16.35,4
541,88,8.2,28.383,17.483,iOS,Delivery,23.07,1.14,4.1,3
541,18,2.117,,9.817,iOS,Delivery,24.78,1.49,0,3.96
541,18,7.2,27.3,18.533,iOS,Delivery,46.35,1.31,24.6,8
541,18,3.367,20.8,10.367,iOS,Delivery,160.94,7.32,38.99,23.39
541,88,10.967,25.6,20.5,iOS,Delivery,75.33,3.9,10.39,7
541,18,1.4,19.617,12.083,iOS,Delivery,33.17,1.99,0,0
541,88,4.783,46.017,13.783,iOS,Delivery,28.87,0.97,12.69,4.33
541,18,1.267,21.083,10.55,iOS,Delivery,44.93,1.65,17.49,5.99
541,18,5.083,24.667,13.3,iOS,Delivery,27.66,1.66,0,4.53
541,88,3.15,21.333,12.817,iOS,Delivery,22.08,1.08,4.1,2.98
541,88,6.3,21.8,15.35,iOS,Delivery,54.36,2.76,8.29,0
541,88,11.833,29.233,19.433,iOS,Delivery,47.16,1.79,17.39,0
541,5166,11.05,39.45,18.383,iOS,Delivery,22.17,1.14,3.1,2.37
541,88,1.9,21.033,11.05,iOS,Delivery,45.56,1.67,17.64,0
541,18,0.25,27.833,8.6,iOS,Delivery,24.57,0.87,10,3.92
541,18,4.55,15.817,10.983,iOS,Delivery,15.16,0.91,0,2.54
541,18,2.517,24.75,13.233,iOS,Delivery,38.26,1.56,12.3,0
541,18,3.267,16.067,10.083,iOS,Delivery,22.08,1.14,3.1,2.28
541,18,5.633,25.417,15.017,iOS,Delivery,39.27,2.1,4.3,6.1
541,5166,18.867,35.917,30.317,iOS,Delivery,40.87,1.41,17.4,5.46
541,5166,14.45,30.017,25.533,iOS,Delivery,41.66,2.5,0,0
541,5166,1.583,35.367,11.867,iOS,Delivery,22.78,1.09,4.57,0
541,88,16.05,36.383,23.8,iOS,Delivery,37.51,1.84,6.86,6.51
541,5166,8.1,27.617,18.05,iOS,Delivery,27.57,1.33,5.35,0
541,88,2.133,25.483,8.85,iOS,Delivery,19.08,1.15,0,2.82
541,88,4.333,,11.917,iOS,Delivery,37.56,1.79,7.72,4.6
541,18,8.683,,17.133,Android,Carryout,20.86,1.01,4.1,0
541,18,2.9,,11.017,Android,Carryout,12.49,0.75,0,1.87
541,88,109.5,,116.15,Android,Carryout,14.09,0,14.09,0
541,5166,7.6,,20.183,Android,Carryout,38.07,1.55,12.3,0
541,5166,7.1,,20.35,Android,Carryout,31.98,1.55,6.2,2.73
541,18,-0.017,,11.367,Android,Carryout,36.38,1.74,7.4,0
541,88,54.217,,63.75,Android,Carryout,19.29,0.91,4.1,0
541,88,94.8,,101.6,Android,Carryout,30.67,0.72,18.7,4.32
541,5166,0,,11.883,Android,Carryout,38.78,1.83,8.3,5.82
541,5166,82.883,,89.983,Android,Carryout,17.09,0.06,16.1,0
541,88,7.817,,15.467,Android,Carryout,22.38,0.74,10,0
541,18,8.467,,15.817,Android,Carryout,19.29,0.91,4.1,0
541,18,1.083,17.383,9.783,Android,Delivery,54.15,2.59,10.92,9.45
541,5166,9.8,26.55,17.65,Android,Delivery,32.16,1.74,3.1,0
541,88,11.017,40.433,17.25,Android,Delivery,22.08,1.08,4.1,0
541,5166,20,56.583,28.667,Android,Delivery,34.46,2.07,0,5.99
541,5166,6.333,,17.633,Android,Delivery,58.34,2.95,9.2,7.51
541,18,4.733,24.533,14.033,Android,Delivery,33.86,1.56,7.9,5.45
541,18,1.917,27.25,10.417,Android,Delivery,14.57,0.87,0,1.92
541,18,1.45,28.633,9.067,Android,Delivery,22.08,1.08,4.1,4.27
541,18,1.75,19.5,10.233,Android,Delivery,22.97,1.35,0.5,3.6
541,18,5.283,,12.883,Grubhub,Delivery,12.49,0,0,0
541,18,80.8,,96.083,Grubhub,Delivery,26.38,0,0,0
541,18,116.4,,123.433,DoorDash,Delivery,12.98,0,0,0
541,18,11.117,,19.2,DoorDash,Delivery,23.97,0,0,0
541,18,4.817,,13.017,DoorDash,Delivery,24.68,0,0,0
541,18,89.85,,103.75,DoorDash,Delivery,55.92,0,0,0
541,88,35.05,,42.533,DoorDash,Delivery,15.49,0,0,0
541,88,243.1,,251.433,DoorDash,Delivery,36.06,0,0,0
541,18,71.967,,80.233,DoorDash,Delivery,12.98,0,0,0
541,18,181.233,,188.95,DoorDash,Delivery,14.09,0,0,0
541,88,290.067,,296.7,DoorDash,Delivery,12.69,0,0,0
541,18,91.517,,99.933,DoorDash,Delivery,12.68,0,0,0
541,88,53.067,,63.217,DoorDash,Delivery,41.63,0,0,0
541,18,8.2,,15.05,DoorDash,Delivery,8.99,0,0,0
541,88,3.933,,12.95,DoorDash,Delivery,44.05,0,0,0
541,18,109.867,,117.383,DoorDash,Delivery,10.29,0,0,0
541,88,199.933,,207.117,DoorDash,Delivery,62.46,0,0,0
541,88,7.75,,14.483,DoorDash,Delivery,23.62,0,0,0
541,88,282.133,,293,DoorDash,Delivery,59.35,0,0,0
541,18,146.633,,154.167,DoorDash,Delivery,14.09,0,0,0
541,88,11.167,,19.65,DoorDash,Delivery,10.98,0,0,0
541,88,4.467,,14,DoorDash,Delivery,48.76,0,0,0
541,18,73.783,,80.85,DoorDash,Delivery,8.99,0,0,0
541,18,182.567,,194.783,DoorDash,Delivery,24.07,0,0,0
541,18,2.083,,10.05,DoorDash,Delivery,15.68,0,0,0
541,18,48.167,,56.517,DoorDash,Delivery,24.66,0,0,0
541,18,64.15,,74.283,DoorDash,Delivery,11.09,0,0,0
541,18,215.617,,222.017,DoorDash,Delivery,8.99,0,0,0
541,88,24.783,,31.367,DoorDash,Delivery,8.99,0,0,0
541,18,59.333,,67,DoorDash,Delivery,13.28,0,0,0
541,5166,39.017,,47.317,DoorDash,Delivery,24.96,0,0,0
541,5166,48.883,,63.217,DoorDash,Delivery,40.86,0,0,0
541,18,62.617,,72.25,DoorDash,Delivery,15.99,0,0,0
541,5166,11.917,,19.25,DoorDash,Delivery,24.38,0,0,0
541,18,83.95,,90.95,DoorDash,Delivery,8.99,0,0,0
541,18,4.217,,15.033,DoorDash,Delivery,109.74,0,0,0
541,88,40.817,,49.033,DoorDash,Delivery,14.98,0,0,0
541,5166,62.75,,69.967,DoorDash,Delivery,20.99,0,0,0
541,18,11.5,,18.617,DoorDash,Delivery,17.67,0,0,0
541,5166,8.983,,16.883,PapaCall,Carryout,29.38,1.58,3.1,0
541,18,3.017,,11.667,PapaCall,Carryout,18.27,0.73,6.1,0
541,5166,11.483,,21.283,PapaCall,Carryout,20.68,1.24,0,2.19
541,5166,15.633,,22.633,PapaCall,Carryout,20.06,0.99,3.5,2.63
541,5166,13.65,,21.833,PapaCall,Carryout,56.71,2.3,18.3,0
541,5166,109.017,,116.8,PapaCall,Carryout,14.68,0.69,3.1,0
541,18,41.25,,61.767,PapaCall,Carryout,26.04,1.56,0,4.14
541,5166,1.4,,12.35,PapaCall,Carryout,14.09,0.48,6.1,0
541,5166,22.9,,33.267,PapaCall,Carryout,22.79,1.06,5.1,0
541,5166,29.767,,40.9,PapaCall,Carryout,42.46,2.54,-0.01,0
541,5166,1.067,,21.983,PapaCall,Carryout,129.76,6.11,27.9,0
541,18,17.667,,25.133,PapaCall,Carryout,42.27,1.44,18.3,0
541,5166,1.433,,17.083,PapaCall,Carryout,16.17,0.94,0.5,0
541,5166,0.367,27.133,8.417,PapaCall,Delivery,22.78,1.37,0,3.62
541,18,0.8,13.517,9.5,PapaCall,Delivery,30.54,1.83,0,0
541,5166,2.833,23.767,12.667,PapaCall,Delivery,17.77,1.07,0,2.83
541,5166,7.833,,17.417,PapaCall,Delivery,30.77,1.85,0,4
541,5166,21.767,,28.6,PapaCall,Delivery,26.47,1.59,0,0
541,5166,36.033,,43.567,PapaCall,Delivery,18.58,1.11,0,0
541,5166,18.083,32.783,26.267,PapaCall,Delivery,46.3,2.78,0,0
541,5166,1.5,28.367,7.633,PapaCall,Delivery,18.58,1.11,0,0
541,18,3.1,28.867,13.783,PapaCall,Delivery,28.25,1.7,0,5
541,18,2.367,20.6,11.783,PapaCall,Delivery,19.08,0.96,3.1,0
541,18,5.017,25.45,17.05,PapaCall,Delivery,127.19,7.6,0.5,25.71
541,18,2.05,17.317,12.067,PapaCall,Delivery,31.07,1.86,0,0
541,18,10.617,27.417,18.617,PapaCall,Delivery,230,13.8,0,24.03
541,18,2.733,17.533,9.383,PapaCall,Delivery,19.08,1.14,0,0
541,18,1.1,16.7,8.85,PapaCall,Delivery,38.26,1.56,12.3,0
541,18,8.133,23.367,18.45,PapaCall,Delivery,42.35,2.54,0,4
541,5166,6.85,20.15,13.133,PapaCall,Delivery,22.38,1.34,0,0
541,5166,0.2,19.2,13.067,PapaCall,Delivery,38.17,1.89,6.7,5
541,88,,,-0.017,In Person,Carryout,3.69,0.22,0,0
541,18,,,0,In Person,Carryout,3.69,0.22,0,0
541,5166,-0.017,,8.6,In Person,Carryout,18.29,1.1,0,0
541,88,,,0.033,In Person,Carryout,3.69,0.22,0,0.39
541,18,0,,9.033,In Person,Carryout,18.98,1.14,0,0
541,18,,,0.017,In Person,Carryout,8.97,0.18,0,0
541,88,-0.017,,6.417,In Person,Carryout,32.57,1.59,6.09,0
541,5166,-0.017,,7,In Person,Carryout,14.09,0.85,0,0
541,18,0,,7.317,In Person,Carryout,11.09,0.67,0,0
541,18,,,0,In Person,Carryout,17.94,0,4.49,0
541,88,-0.017,,7.4,In Person,Carryout,28.18,0.96,12.18,0
541,5166,-0.017,,8.7,In Person,Carryout,28.58,1.71,0,4.54
541,18,0,,7.333,In Person,Carryout,18.48,1.11,0,0
541,18,,,0,In Person,Carryout,2.99,0.13,0.75,0
541,18,0,,8.417,In Person,Carryout,14.09,0.85,0,0
541,88,,,0,In Person,Carryout,2.99,0.09,1.5,0
541,88,0,,8.95,In Person,Carryout,37.93,1.71,9.48,0
541,18,-0.017,,8.467,In Person,Carryout,18.29,0.84,4.29,0
541,18,-0.017,,6.767,In Person,Carryout,16.36,0.6,4.09,0
541,88,-0.017,,10.867,In Person,Carryout,28.18,0.96,12.18,0
541,88,0,,8.3,In Person,Carryout,66.27,3.98,0,0
541,18,-0.017,,6.567,In Person,Carryout,9.49,0.57,0,2
541,18,-0.017,,8.183,In Person,Carryout,38.47,2.31,0,0
541,88,0,,6.567,In Person,Carryout,14.09,0.85,0,0
541,18,0,,8.783,In Person,Carryout,19.79,1.19,0,0
541,88,-0.017,,10.633,In Person,Carryout,19.08,1.14,0,0
541,88,-0.017,,6.367,In Person,Carryout,14.09,0.48,6.09,0
541,88,-0.017,,6.483,In Person,Carryout,8.99,0.54,0,0
541,5166,-0.017,,7.15,In Person,Carryout,12.69,0.76,0,1.34
541,18,0,,9.833,In Person,Carryout,26.18,1.57,0,0
541,18,0,,8.367,In Person,Carryout,12.49,0.75,0,0
541,88,16.15,,23.017,Uber Eats,Delivery,9.58,0,0,0
541,18,0.217,,11.417,Uber Eats,Delivery,38.75,0,0,0
541,18,19.5,,27.867,Uber Eats,Delivery,35.43,0,0,0
541,88,83.85,,92.717,Uber Eats,Delivery,20.19,0,0,0
541,18,9.033,,16.183,Uber Eats,Delivery,11.09,0,0,0
541,5166,32.583,,47.333,Uber Eats,Delivery,29.77,0,0,0
541,18,31.133,,39.267,Uber Eats,Delivery,25.38,0,0,0
541,18,25.433,,34.783,Uber Eats,Delivery,25.24,0,0,0
541,18,5.617,,13.133,Uber Eats,Delivery,15.49,0,0,0
541,18,79.067,,87.667,Uber Eats,Delivery,33.53,0,0,0
541,18,162.65,,171.317,Uber Eats,Delivery,30.17,0,0,0
541,18,48.767,,56.967,Uber Eats,Delivery,27.85,0,0,0
541,18,91.383,,98.05,Uber Eats,Delivery,8.99,0,0,0
541,88,17.8,,24.767,Mobile Web,Carryout,32.38,0.96,16.39,0
541,5166,3.067,,11.933,Mobile Web,Carryout,17.09,0.77,4.27,2.56
541,5166,3.367,,11.45,Mobile Web,Carryout,21.29,0.96,5.32,0
541,5166,10.7,,21.433,Mobile Web,Carryout,22.38,0.98,6.1,1.72
541,88,202.9,,209.467,Mobile Web,Carryout,31.87,1.91,0,4.78
541,88,330.383,,337,Mobile Web,Carryout,8.99,0.54,0,1.8
541,88,9.417,,20.933,Mobile Web,Carryout,42.47,1.82,12.2,0
541,5166,0,,11.617,Mobile Web,Carryout,18.29,0.9,3.3,0
541,18,13.033,,21.067,Mobile Web,Carryout,19.58,0.78,6.6,2.65
541,18,7.083,,16.85,Mobile Web,Carryout,45.87,2.12,10.57,0
541,88,300.95,,310.067,Mobile Web,Carryout,34.16,2.05,0,5.12
541,5166,68.767,,78.617,Mobile Web,Carryout,14.09,0.48,6.1,0
541,18,51.15,,59.017,Mobile Web,Carryout,19.08,0.84,5.1,0
541,5166,44.583,,56.95,Mobile Web,Carryout,44.36,1.68,16.4,0
541,18,78.117,,92.683,Mobile Web,Carryout,18.09,0.84,4.1,0
541,5166,12.15,,21.367,Mobile Web,Carryout,28.18,1.35,5.64,5.64
541,5166,9.65,,17.883,Mobile Web,Carryout,17.09,0.78,4.1,0
541,5166,83.033,,90.583,Mobile Web,Carryout,14.09,0.48,6.1,0
541,5166,14.917,,22.05,Mobile Web,Carryout,14.09,0.48,6.1,0
541,88,10.95,,18.5,Mobile Web,Carryout,20.56,0.91,5.4,0
541,5166,33.85,,47.617,Mobile Web,Carryout,47.71,2.14,12,0
541,88,197.783,,207.067,Mobile Web,Carryout,17.68,0.8,4.42,0
541,88,199.167,,208.55,Mobile Web,Carryout,28.18,0.96,12.2,0
541,88,65.25,,73.483,Mobile Web,Carryout,28.77,0.99,12.2,0
541,18,94.283,,103.267,Mobile Web,Carryout,28.18,0.96,12.2,0
541,5166,2.983,,15.9,Mobile Web,Carryout,14.09,0.42,7.04,0.74
541,5166,2.85,,13.967,Mobile Web,Carryout,28.18,1.44,4.1,0
541,5166,47.567,,55.467,Mobile Web,Carryout,18.48,1.11,0,4.62
541,88,7.35,,14.583,Mobile Web,Carryout,21.57,1.05,4.1,0
541,5166,53.05,,65.583,Mobile Web,Carryout,71.43,2.76,25.36,0
541,5166,4.45,,15.55,Mobile Web,Carryout,8.88,0.53,0,2.22
541,5166,3.617,,12.217,Mobile Web,Carryout,14.09,0.48,6.1,0
541,18,13.333,,23.95,Mobile Web,Carryout,14.09,0.48,6.1,1.83
541,18,5.117,,15.967,Mobile Web,Carryout,12.25,0.58,2.45,0
541,5166,2.417,,21.533,Mobile Web,Carryout,11.98,0.53,3,0
541,88,59.7,,68.85,Mobile Web,Carryout,22.68,1.18,3.05,0
541,5166,14.967,,22.883,Mobile Web,Carryout,34.57,2.04,0.5,0
541,5166,37.717,,53.1,Mobile Web,Carryout,28.18,0.96,12.2,0
541,18,27.717,,40.017,Mobile Web,Carryout,42.92,2.39,3.1,0
541,5166,55.917,,65.783,Mobile Web,Carryout,98.63,3.36,42.7,0
541,18,-0.017,,23.85,Mobile Web,Carryout,23.18,1.02,6.2,0
541,5166,39.5,,50.85,Mobile Web,Carryout,48.66,2.31,10.2,7.01
541,88,43.183,,49.65,Mobile Web,Carryout,18.27,0.85,4.1,2.41
541,5166,56.5,,66.55,Mobile Web,Carryout,42.27,1.44,18.3,0
541,18,3.283,,10.8,Mobile Web,Carryout,14.09,0.48,6.1,0.84
541,88,244.267,,252.9,Mobile Web,Carryout,41,1.98,8.05,5.15
541,18,1.2,18.667,11.133,Mobile Web,Delivery,27.78,1.46,3.42,4.56
541,88,3.617,,17.55,Mobile Web,Delivery,55.09,3.28,0.5,7.51
541,88,1.833,,10.917,Mobile Web,Delivery,53.14,2.62,9.5,6.98
541,18,2.6,21.767,13.183,Mobile Web,Delivery,80.39,3.79,17.15,11.03
541,18,1.867,18.617,12.6,Mobile Web,Delivery,38.58,1.82,8.4,5.04
541,88,10.967,,20.95,Mobile Web,Delivery,30.07,1.62,3.1,4.64
541,88,17.083,36.167,24.4,Mobile Web,Delivery,30.88,1.61,4.1,0
541,88,1.067,17.317,7.333,Mobile Web,Delivery,20.26,0.99,3.82,5
541,18,1.517,18.533,11.583,Mobile Web,Delivery,40.27,2.1,5.2,4.8
541,18,3.6,,13,Mobile Web,Delivery,23.28,1.4,0,4.57
541,88,4.217,,16.2,Mobile Web,Delivery,24.75,0.61,14.59,3.43
541,88,3.467,,12.767,Mobile Web,Delivery,67.34,4.04,0,9.35
541,18,0.7,18.917,10.567,Mobile Web,Delivery,22.08,1.08,4.1,2.23
541,88,0.75,,9.533,Mobile Web,Delivery,31.46,1.64,4.1,5
541,88,7.883,23.283,14.85,Mobile Web,Delivery,29.59,1.65,2.15,4.73
541,88,8.033,24.333,16.717,Mobile Web,Delivery,31.27,1.88,0,6.57
541,88,20.05,35.4,27.583,Mobile Web,Delivery,13.98,0.84,0,1.35
541,5166,6.483,24.433,17.1,Mobile Web,Delivery,27.47,1.37,4.6,0
541,5166,3.033,,14.633,Mobile Web,Delivery,36.47,2.19,0,4.8
541,88,3.45,25.983,11.033,Mobile Web,Delivery,15.87,0.95,0,2.72
541,88,1.417,28.733,10.9,Mobile Web,Delivery,35.24,2.12,0,0
541,88,2.167,19.5,13.033,Mobile Web,Delivery,48.04,2.3,9.7,7.97
541,88,4.75,,15.533,Mobile Web,Delivery,49.91,2.43,9.35,0
541,5166,1.983,32.2,9.2,Mobile Web,Delivery,18.58,1.12,0,2.11
541,88,7.65,20.117,14.65,Mobile Web,Delivery,29.76,1.41,6.19,3.72
541,5166,5,25.867,16.8,Mobile Web,Delivery,91.61,4.56,15.7,13.07
541,88,10.033,,16.783,Mobile Web,Delivery,19.08,0.96,3.1,2.44
541,5166,0.483,46.5,30.967,Mobile Web,Delivery,45.76,2.13,10.3,4.65
541,88,7.817,27.883,17.7,Mobile Web,Delivery,44.06,2.09,9.2,5.34
541,18,1.033,20.35,12.45,Mobile Web,Delivery,51.86,2.49,10.45,6.7
541,5166,4.567,26,17.9,Mobile Web,Delivery,50.79,2.55,8.38,7.77
541,88,1.817,17.317,11.717,Mobile Web,Delivery,58.04,3.48,0,7.96
541,88,13.583,28.183,19.783,Mobile Web,Delivery,23.85,1.21,3.77,2.83
541,18,10.783,,20.733,Mobile Web,Delivery,28.37,1.49,3.6,3
541,18,11.967,41.267,19.433,Mobile Web,Delivery,19.08,0.72,7.05,0
541,18,1.683,18.133,9.817,Mobile Web,Delivery,25.88,1.3,4.18,3.13
541,18,1.033,15.15,8.5,Mobile Web,Delivery,33.86,1.37,11.09,4.09
541,18,2.683,,11.083,Mobile Web,Delivery,28.78,1.48,4.1,3.28
541,18,3.117,15.417,10.3,Mobile Web,Delivery,58.62,2.78,12.3,7.71
541,18,2.133,45.533,17.567,Mobile Web,Delivery,22.08,1.33,0,2.56
541,18,2.767,31.6,25.767,Mobile Web,Delivery,294.34,17.66,0,57.87
541,18,0.75,18.85,10.317,Mobile Web,Delivery,53.04,2.55,10.6,9.23
541,18,5.6,29.15,17.833,Mobile Web,Delivery,22.08,1.14,3.1,0
541,18,6.467,,17.15,Mobile Web,Delivery,27.55,1.21,7.4,3.02
541,18,3.35,24.933,13.1,Mobile Web,Delivery,23.03,1.12,4.37,3.42
541,18,5,26,21.683,Mobile Web,Delivery,61.02,2.84,13.7,1
541,18,0.133,17.733,9.267,Mobile Web,Delivery,21.97,1.06,4.25,2.55
541,18,5.867,19.983,15.917,Mobile Web,Delivery,14.09,0,14.09,0
541,18,0.617,15.95,9.25,Mobile Web,Delivery,25.24,1.34,2.9,2.6
541,18,9.367,26.433,20.367,Mobile Web,Delivery,42.66,1.92,10.7,7
541,18,3.517,,15.75,Mobile Web,Delivery,64.55,3.48,6.6,0
541,18,2.283,19.883,12.3,Mobile Web,Delivery,45.85,2.2,9.2,5
541,18,5.433,24.55,15.517,Mobile Web,Delivery,49.45,2.97,0,6.67
541,18,2.65,21.683,12.417,Mobile Web,Delivery,53.12,2.2,16.4,0
541,5166,24.433,43.217,32.95,Mobile Web,Delivery,34.56,1.62,7.52,6.01
541,5166,17.517,43,25.617,Mobile Web,Delivery,26.55,1.35,4.1,10
541,88,9.867,34,16.283,Mobile Web,Delivery,21.37,1.04,4.1,3.28
541,5166,7.75,22.833,15.1,Mobile Web,Delivery,32.16,1.56,6.12,3.87
541,5166,3.917,21.8,13.217,Mobile Web,Delivery,21.07,0.96,5,2.49
541,5166,19.017,43.067,28.067,Mobile Web,Delivery,37.76,1.53,12.3,4.27
541,5166,1.65,34.433,21.817,Mobile Web,Delivery,27.25,1.64,0,3.41
541,88,17.583,35.283,24.9,Mobile Web,Delivery,19.28,0.94,3.57,2.14
541,5166,9.8,40.2,30.467,Tablet Web,Delivery,18.16,1.09,0,2.73
541,5166,1.983,,15.65,Desktop Web,Carryout,17.09,0.66,6.1,0
541,5166,29.317,,40.267,Desktop Web,Carryout,14.09,0.48,6.1,0
541,18,8.167,,15.483,Desktop Web,Carryout,22.38,0.85,8.17,5.12
541,5166,30.917,,43.017,Desktop Web,Carryout,28.18,0.96,12.2,2
541,5166,13.3,,26.633,Desktop Web,Carryout,21.58,0,21.58,0
541,5166,6.817,,15.583,Desktop Web,Carryout,14.68,0.51,6.1,0
541,88,172.633,,182.7,Desktop Web,Carryout,16.94,0.3,11.95,0
541,88,57.75,,64.45,Desktop Web,Carryout,14.68,0.51,6.1,1.92
541,5166,7.867,,24,Desktop Web,Carryout,38.02,1.54,12.3,0
541,88,287.35,,293.983,Desktop Web,Carryout,21.69,0.9,6.7,1
541,18,2.717,,9.967,Desktop Web,Delivery,25.08,1.26,4.1,3.58
541,88,8.717,25.467,14.883,Desktop Web,Delivery,31.06,1.86,0,5.21
541,88,4.367,34.8,15.15,Desktop Web,Delivery,23.96,1.44,0,4.74
541,18,1.917,18.75,10.3,Desktop Web,Delivery,25.26,1.52,0,3.04
541,88,33.7,49.05,41.55,Desktop Web,Delivery,41.46,1.39,18.24,5.47
541,18,0.8,14.233,9.767,Desktop Web,Delivery,43.07,2.08,8.35,5.71
541,88,0.517,13.433,7.517,Desktop Web,Delivery,22.48,1.35,0,3.5
541,88,2.85,18.3,9.717,Desktop Web,Delivery,31.06,1.57,4.9,3.63
541,88,1.283,,14.85,Desktop Web,Delivery,25.57,1.28,4.25,3.09
541,18,0.95,16.417,10.267,Desktop Web,Delivery,23.98,1.44,0,4.75
541,18,2.333,17.533,10.45,Desktop Web,Delivery,19.08,0.93,3.52,2.11
541,18,6.167,25.2,15.417,Desktop Web,Delivery,46.05,1.98,13.1,5
541,18,0.9,17.633,11.683,Desktop Web,Delivery,13.98,0.84,0,1.8
541,5166,13.8,28.383,21.917,Desktop Web,Delivery,28.14,1.52,2.87,3.67
541,88,5.733,28.7,12.083,Desktop Web,Delivery,19.08,0.96,3.1,1.83
541,88,1.667,21.467,10.35,Desktop Web,Delivery,30.62,0.3,25.63,5
